,datetime,notification_type,notification_title,email_body,outage
475,2013-06-20 10:00:00,Utility,Power Outage QN,"Notification issued on 6/20/13 at 10:45 AM. Con Edison is responding to a power outage in the Maspeth section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
476,2013-06-12 08:00:00,Utility,Power Outage (SI),"Notification issued on 6/12/13 at 8:15 AM. Con Edison is responding to a power outage in the Eltingville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
477,2013-06-09 08:00:00,Utility,Power Outage BK,"Notification issued on 6/9/13 at 8:26 AM. Con Edison is responding to a power outage in the Gravesend section of BK. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
478,2013-06-07 21:00:00,Utility,Power Outage (BX),"Notification issued 6/7/13 at 9:00 PM. Con Edison is responding to a power outage in The Bronx, zip codes 10464, 10469, and 10475 . To report loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
479,2013-05-31 07:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued 5/31/13 at 7:18 AM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
480,2013-05-30 20:00:00,Utility,Power Outage (SI),"Notification issued 5/30/13 at 8:30 PM. Con Edison is responding to a power outage in Staten Island, ZIP codes 10303 and 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
481,2013-05-30 10:00:00,Utility,Power Outage in Rockaway Peninsula (QN),"Notification issued 5/30/13 at 10:48 AM. LIPA is responding to a power outage in the Rockaway Peninsula in Queens. To report a loss of electric service, contact LIPA at 1-800-490-0075.",1
482,2013-05-26 10:00:00,Utility,Roosevelt Island Power Outage (MN),Alert issued 5/26/13 at 10:00 AM. Roosevelt Island residents can resume normal electricity usage following a repair of the electrical network.,1
483,2013-05-24 22:00:00,Utility,Power Outage - Staten Island,"Notification issued 5/24/13 at 10:03 PM. Con Edison is responding to a power outage in Staten Island, ZIP code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
484,2013-05-24 16:00:00,Utility,Roosevelt Island Power Outage (MN),"Alert issued 5/24/13 at 4:00 PM. Please be advised that Con Edison is responding to a power outage that has affected Westview, and every building north of this location. Only use necessary electricity to avoid overloading the system and to prevent additional power loss to the island. Please also keep flushing toilets to a minimum. Supplemental power will be provided until normal service is restored. There are NO disruptions to Tram or Red Bus service.",1
485,2013-05-24 07:00:00,Utility,Power Outage - Roosevelt Island (MN),"Notification issued 5/24/13 at 7:32 AM. Con Edison is responding to a power outage on Roosevelt Island in Manhattan. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
486,2013-05-21 14:00:00,Utility,Power Outage (SI),"Notification issued on 5/21/2013 at 2:25 PM. Con Edison is responding to a power outage in Staten Island zip code 10310. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
487,2013-05-14 15:00:00,Utility,Power Outage - 10302 (SI),"Notification issued on 5/14/2013 3:19 PM. Con Edison is responding to a power outage in Staten Island Zip Code 10302. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
488,2013-05-12 17:00:00,Utility,Power Outage - Hollis (QN),"Notification issued on 5/12/13 5:00 PM. Con Edison is responding to a power outage in the Hollis section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
489,2013-05-11 07:00:00,Utility,Power Outage - Port Richmond/Willowbrook (SI),"Notification issued 5/11/13 at 7:41 AM. Con Edison is responding to a power outage in the Port Richmond/Willowbrook area of Staten Island. To report a loss of electric service, contact Con Edison 1-800-75-CONED or visit http://www.coned.com",1
490,2013-04-27 22:00:00,Utility,Power Outage (BK),"Notification issued 4/27/13 at 10:55 PM. Con Edison is responding to a power outage in the Red Hook section of Brooklyn. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
491,2013-04-19 16:00:00,Utility,Power Outage (SI),"Notification issued 4/19/13 at 4:10 PM. Con Edison is responding to a power outage in Staten Island zip codes 10309 and 10312. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
492,2013-04-17 04:00:00,Utility,Power Outage (SI),"Notification issued 4/17/13 at 4:20 AM. Con Edison is responding to a power outage in the Annadale section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
493,2013-04-12 12:00:00,Utility,Planned Power Outage - The Rockaways (QN),"Notification issued 4/12/13 at 12:00 PM. Between 9:00 AM - 11:00 AM on Saturday, 4/13, scheduled electrical work will require sections of the Rockaways to experience two (2) brief interruptions in electric service lasting approximately five minutes each. The affected areas will include Beach Channel Drive from Beach 38th St to Beach 56th St, Rockaway Beach Blvd from Beach 54th St to Beach 68th St, and Beach 68th St north of Rockaway Beach Blvd to Bayfield Ave. LIPA will make proactive outbound phone calls to all customers in the area at 7:00 PM tonight. As always, to report an electric emergency, please contact LIPA at 1-800-490-0075. For more information, please see the attached flyer.

The sender included the following attachment:
https://phx-attachments.sendwordnow.com/Attachments.aspx?token=f4efdb91-79f7-404b-8892-8f94a2f63018",1
494,2013-04-09 14:00:00,Utility,Power Outage (QN),"Notification issued 4/9/13 at 2:40 PM. Con Edison is responding to a power outage in Queens zip code 11004. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
495,2013-03-16 16:00:00,Utility,Power Outage (SI),"Notification issued 3/16/13 at 4:55 PM. Con Edison is responding to a power outage in Staten Island zip codes 10306 and 10308. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
496,2013-03-13 14:00:00,Utility,Power Outage (SI),"Notification issued 3/13/13 at 2:00 PM. Con Edison is responding to a power outage in Staten Island zip code 10306. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
497,2013-03-12 13:00:00,Utility,Power Outage - East Flushing (QN),"Notification issued on 3/12/13 at 1:45 PM. Con Edison is responding to a power outage in Queens zip code 11355. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
498,2013-02-27 02:00:00,Utility,Power Outage - Woodlawn/Wakefield (BX),"Notification issued 2/27/13 at 2:30 AM. Con Edison is responding to a power outage in the Woodlawn and Wakefield sections of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
499,2013-02-19 19:00:00,Utility,Power Outage - Wakefield (BX),"Notification issued 2/19/13 at 7:15 PM. Con Edison is responding to a power outage in the Wakefield section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
500,2013-02-16 00:00:00,Utility,Power Outage (QN),"Notification issued 2/16/13 at 12:40 AM. Con Edison is responding to a power outage in the Hollis section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
501,2013-02-13 18:00:00,Utility,Power Outage (QN),"Notification issued 2/13/13 at 6:20 PM. Con Edison is responding to a power outage in the Bayside and Whitestone sections of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
502,2013-02-10 09:00:00,Utility,National Grid Power Outage,"Notification issued on 2/10/13 9:00 AM. National Grid is responding to a power outage in Far Rockaway. To report a loss of electric service, contact National Grid online at https://www1.nationalgridus.com/ReportorCheckOutage",1
503,2013-02-09 00:00:00,Utility,Power Outage - South Beach (SI),"Notification issued 2/9/13 at 12:36 AM. Con Edison is responding to a power outage in the South Beach section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
504,2013-02-08 12:00:00,Utility,Power Outage - Great Kills (SI),"Notificaiton issued 2/8/13 at 12:05 PM. Con Ed is responding to a power outage in the Great Kills section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
505,2013-02-02 14:00:00,Utility,Power Outage - New Springfield (SI),"Notification issued 2/2/13 at 2:20 PM. Con Edison is responding to a power outage in Staten Island zip code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",1
506,2013-01-31 06:00:00,Utility,Power Outage - South Ozone Park (QN),"Notification issued 1/31/13 at 6:38 AM. Con Edison is responding to a power outage in South Ozone Park, Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
507,2013-01-31 03:00:00,Utility,Power Outage (SI),"Notification issued 1/31/13 at 3:50 AM. Con Edison is responding to a power outage in the Tottenville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
508,2013-01-30 23:00:00,Utility,Power Outage (QU),"Notification issued 1/30/13 at 11:05 PM. Con Edison is responding to a power outage in the Bayside section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
509,2013-01-29 20:00:00,Utility,Power Outage (SI),"Notification issued 1/29/13 at 8:20 PM. Con Edison is responding to a power outage in Staten Island zip code 10305. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
510,2013-01-23 06:00:00,Utility,Power Outage,"Notification issued on1/23/13 at 6:15 AM. Con Edison is responding to a power outage in the Bensonhurst section of Brooklyn. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com",1
511,2013-01-12 00:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued on 1/12/13 at 12:27 AM. Con Edison is responding to a power outage in the Middle Village section of Queens. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
512,2012-12-27 01:00:00,Utility,Power Outage - Baychester (BX),"Notification issued on 12/27/12 at 1:50 AM. Con Edison is responding to a power outage in the Baychester section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
513,2012-12-26 06:00:00,Utility,Power Outage - Van Nest (BX),"Notification issued on 12/26/12 at 06:07 AM. Con Edison is responding to a power outage in the Van Nest section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
514,2012-12-21 07:00:00,Utility,Power Outage in Rockaway Beach (QN),"Notification issued 12/21/12 at 7:02 AM. LIPA is responding to a power outage in the 11693 zip code section of Queens. To report a loss of electric service, contact LIPA at 1-800-490-0075.",1
515,2012-12-15 22:00:00,Utility,Power Outage - New Springfield (SI),"Notification issued on 12/15/12 at 10:33 PM. Con Edison is responding to a power outage in Staten Island zip code 10314. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",1
